Name,ID,Event Start Date,Event End Date,Registration End date,Registration status,Event Url,Event Description,Team Size,Name of the Website,Idea Phase Start Date,Idea Phase End Date
PsychHack,2af7d6dc0bca48e2869070c9d0a2e415,2022-02-12,2022-02-13,,Open,https://psych-hack.tech/,"Google DSC-RAIT is hosting a virtual hackathon called 'PsychHack' with the
goal of providing a competitive platform for all tech enthusiasts
internationally. PsychHack is a 36-hour hackathon aimed at encouraging student
developers and problem solvers to create technologies that solve mental health
related issues and its multitudes, making the world a better place. It will
provide plethora of opportunities for tech savvy individuals to flaunt their
abilities, improvise using new and old tech trends, and have their talents
recognized and appreciated.

",4,Devfolio,,
ETHernals,b3c67178950d4c1cac29e7418cdaa49e,2022-02-18,2022-03-20,,Open,,"Supercharge yourself for ETHernals: the first ETHIndia Online hackathon of
2022! ⚡️ On the way to becoming an **ETHernal**: 💻 Explore the world of
decentralization by building around DAOs, NFTs, DeFi, etc., using your buidl
powers! 💰 Win $50,000+ in bounties for your efforts! 👨🏻‍🏫 Access to industry
experts, advisors, mentors, and companies innovating in the ecosystem 🚀 Have
an Unforgettable Digital Experience in the ETHernals Metaverse! 🎁 Get your
hands on exclusive Schwags on making a valid submission It's time for the Web3
ETHernals to BUIDL and take over the Centralized Deviants 🦸🏻

",5,Devfolio,,
METAVERSE,91306a78545e47e7bb85254169d844a7,2022-02-26,2022-02-27,,Open,https://metaverse-xenith22.tech/,"Do you have an idea that you wish to share with the world? IEEE Student Branch
JIIT presents to you METAVERSE, a hackathon for all the budding developers and
innovators intending to motivate and shed importance on the skill of
development through innovative thinking. Imagine building something that takes
you into the realm of metamorphosis, which in addition comes out as a
revolution for its users. All we're looking for is an idea that is unique,
feasible, and solves its purpose. The more an idea is developed, the more
concise becomes its expression and when you get to develop it among a
community, you get to foster the importance of teamwork. This event can be a
tool to drive sustained innovation that can address relevant real-life
business problems and social issues. So dig into the unimaginable scope of
your ideas where the physical realities merge with the digital universe.

",3,Devfolio,,
HackVerse 3.0,467c7d8ef7d94ca5b82a81c12d9df943,2022-02-25,2022-02-26,,Open,https://hackverse.nitk.ac.in,"HackVerse serves as a platform to encourage enthusiastic minds to brainstorm
on solutions for challenging issues from all over India. The unified motive of
gathering all like-minded hackers to our alma mater, is what led to the
creation of the idea in NITK Surathkal, the first of its kind. We’ll provide a
platform for innovations, where developers can test and showcase their
potential to the best of their abilities. The hackathon will also have
keynotes & workshops from executives from the industry.

",3,Devfolio,,
CrossKnotHacks,61437619fb094f3097832faa3960b84f,2022-02-27,2022-02-28,,Open,https://crossknothacks.co/,"CrossKnots is a 36-hour interactive hackathon that will bring together
developers and other tech-savvy individuals to enhance or construct their own
product this new year. CrossKnots' ultimate purpose is to assist developers in
tying a knot with the programming and ideation processes. Let's code and make
the most of the year 2022. Were you sluggish in the year 2021? And do you
believe you haven't accomplished anything last year? Then, oh, man!! This
Hackathon is your one-of-a-kind opportunity to start the year on a high note.
Nonetheless, CrossKnots aspires to provide more opportunities for learning and
advancement. Make a resolution at this Hackathon! Put on your coding armour,
pitch ideas, learn more about emerging technologies, and slay the code!

",4,Devfolio,,
HackMol3.0,9f940421538c45e78eb5c1609084312f,2022-02-26,2022-02-27,,Open,https://hackmol3.tech/,"HackMol3.0 is a community - focused 36 Hours Long Virtual Hackathon organized
by DSC NIT Jalandhar, designed especially for the needs of the community
itself. Whether you are a beginner or expert ,here is a perfect chance to show
your skills and witness a competitive yet inclusive developer community around
it. The Hackathon is purely based on Open Innovation, teams can openly pick up
any tracks, themes and problem statement.

",5,Devfolio,,
NMIT HACKS 2022,2c4b01158abf4f589a53bce65a68d093,2022-04-01,2022-04-03,,Open,https://nmithacks.com,"NMIT Hacks, the Annual National Level Hackathon of CSE Department, NMIT, has
been going strong since the year 2015 and has been providing all the
enthusiastic participants with a platform to bring any ideas, small or big,
into life. The theme of this Hackathon is Open-Innovation , which gives you
the liberty to find innovative solutions to your own problem statements.
Whether you’re a rookie coder or a seasoned veteran, all you need is a laptop,
an idea, and a passion to code, to be a part of this event! To all the
aspiring technopreneurs out there, here is your perfect opportunity to deal
with a real-time problem that can bring about a change, and give wings to your
imagination by providing the most innovative solution in the due course of 48
hours. Visit our website [www.nmithacks.com](https://www.nmithacks.com/) for
more information and updates! **Important - The hackathon will be conducted in
hybrid mode** i.e. offline in campus as well as online for those who cannot
make it due to travel restrictions. COVID Vaccine Certificates and RT-PCR test
reports will be mandatory for those who wish to participate in offline mode.
Further details will be shared to the shortlisted participating teams.

",4,Devfolio,,
Hackbout 3.0,94c278af490b49f49043f05afe7af926,2022-03-19,2022-03-21,,Open,https://www.hackbout.tech/,"We are back with a bang! This time we’re presenting you the mega sequel of our
Hackathon series, set to surpass all the limits set by our previous ones :
Hackbout 3.0. Bengaluru’s biggest student-run collegiate hackathon is back and
this time Hackbout 3.0 will provide the impetus for the young minds of our
country to come up with creative solutions to make our world a better
place.The teams will code it out over an electrifying 36 hours while they
thrive on caffeine and the sheer will to make something awesome. Regardless of
whether you’ve never been part of a hackathon before or a seasoned veteran,
all are welcome to come and showcase their talents and walk away with amazing
cash prizes and goodies. Hackbout 3.0 will also connect you with the best
mentors in the industry to assist you in the process of development. So join
us on this journey into the future where we, as a fraternity, shoulder the
responsibility to shape our ideologies. Registrations start on January 8th.

",4,Devfolio,,
Hack4Bengal,cc1b981c30e2498fa41e5ec4d73379f0,2022-04-08,2022-04-10,,Open,https://hack4bengal.tech,"**Hack4Bengal** began with the idea of bringing together the best of the best
in the field of technology and provide a platform for the students to showcase
their skills and work. With the help of developers, we aim at making a
positive sustainable impact on the lives of the common people from various
professionals.

",4,Devfolio,,
HackMoreish,0dc4fcca5d6d4cb29a49ebe603bae2dd,2022-05-20,2022-05-22,,Open,https://www.hackmoreish.tk/,"Hack Moreish is an online hackathon organised by the students for students.
The name “Hack Moreish” itself suggests that the students who have hunger to
code and want more to cope up with the daily life problems and innovate are
welcomed to learn and have experience and win some crazy prizes for their
hard-work. Its mission is to illustrate learners about the power of real-time
unified problem-solving. Participants can use any technology to build their
hacks whether they are having a formidable team or as a lone-wolf. Active and
top participants will be awarded with cool goodies and opportunities. Our
focus is on letting their imagination flow free and enable them to push the
boundaries of what can be done. We're open for all!

",4,Devfolio,,
Hack In the North 5.0,67acf9667c084ac0b77a7e00b24378e6,2022-04-01,2022-04-03,,Open,https://www.hackinthenorth.com/,"Hack in the North, is the largest student-run hackathon in India organized by
the students of IIITA, now in its fifth iteration set to take place in April
2022🔥. Since the inception of HINT in 2016, we have experienced remarkable
growth with the increasing participation and enthusiasm of Problem solvers and
Developers all over the country. 📈👨‍🎓👩‍🎓 Our mission is to empower students
from different backgrounds and encourage them to dream big💭 and build a
project from scratch. We aim at building a conducive environment that brings
programmers together, by providing them with an opportunity to code, design,
and create meaningful solutions to real-life problems.🖥️ We take pride in the
diversity 🏳‍🌈 and talent of our hackers while providing them with a platform
to present their innovative ideas for the future.🔮 Join 200+ students 👥👥
across the country for an unforgettable experience with 36 hours of
connecting, learning, and creating, jam-packed with a plethora of exciting
prizes and cool NFTs🤑. We’ll handle all the details so that you can focus on
bringing your ideas into reality.

",4,Devfolio,,
Unscript 2k22,5dbd12b2172442249847962d3994b883,2022-01-22,2022-01-23,,Open,https://www.unscriptcrce.in/,"Unscript 2k22 is a National Level Virtual Hackathon open to all developers
across India. Conducted by one of the top colleges of Mumbai University -Fr.
Conceicao Rodrigues College of Engineering is currently in it's fifth edition.
Domains like Machine Learning,Deep Learning,BlockChain,Security,Web and App
Development are provided for the participants. This year we are also
introducing a Hardware track for you all.

",4,Devfolio,,
Winter of Code 2.0,d1c21b5b1aa249ba8706698beb44c11d,2021-11-29,2022-01-30,,Open,https://gdsc-woc.tech/,"Make sure you have filled the google form before applying on Devfolio. GDSC
IIIT Kalyani brings to you, yet again, our open source program Winter of Code
2.0 with collaborative efforts from 30+ Google Developer Student Clubs. The
program will last for a period of two months and will be based on the lines of
GSoC. Student applicants will be required to send proposals to organisations
to work on their open-source projects while their mentors evaluate them over a
course of 2 months.

",1,Devfolio,,
Technophilia'22,410b5226e21c4ba594281240031d3407,2022-01-20,2022-01-31,,Open,https://technophilia.jusc.co.in/,"**Technophilia'22** is a 12 days-long hackathon where teams (maximum of 4 and
minimum of 2) can register for free. Problem statements on various topics will
be given at the time of registration. The teams are allowed to work on any one
of those given problems or a problem of their own choice. Participants have to
apply their problem-solving skills and come up with a working solution which
can be in the form of software, simulation, or a prototype. On Day 3, an
abstract approach is to be submitted in about 6 pages, in pdf format. Teams
clearing the 1st round would continue building their solution and will be
pitching for the solution during the final round, which concludes on Day 12.

",4,Devfolio,,
Plenty Global Hackathon,ca5cf6f70aa649b58e0ce859384a5848,2021-12-21,2022-02-23,,Open,https://hackathon.plentydefi.com,"## Objective Adding value to the platform by \- Adding more
projects/functionalities to the plenty ecosystem \- Hiring expert blockchain
developers to the plenty-defi team ## Theme **Sustainable Decentralized
Finance** The theme for the Plenty Global Hackathon 1.0 is Sustainable DeFi.
Tezos is a Proof-of-Stake blockchain that consumes over two million times less
energy than Proof of Work networks like Bitcoin or Ethereum. The low carbon
footprint of Tezos means developers and users can prioritize innovation
without compromising sustainability. The hackathon aims to bring together
brilliance from all around the world to ideate and build more solutions on top
of the existing Plenty protocol. **Use the existing Plenty smart contracts and
scripts to increase the sustainability of the Plenty protocol.** ### Plenty
Global Hackathon invites builders to expand Defi use cases on Tezos \- Plenty
Global Hackathon is one of the largest Tezos hackathon with over $30,000 USD
in prizes and $50,000 USD in potential grants \- Co-organized by [Plenty
defi](https://plentydefi.com/) & [Tezos India](https://tezosindia.org.in/)
Plenty Hackathon challenges participants to ideate & build solutions/hacks on
top of the existing Plenty DeFi ecosystem **What is Plenty Global Hackathon?**
This global hackathon invites developers from all walks of life to come and
participate in a two month-long event. Challenge yourself and help expand the
Plenty protocol with your own idea, or based on a wide variety of use cases: a
Plenty IDO Launchpad, Widgets, a Plenty Developer SDK, Bots, NFTs, Farm
Auctions, UI/UX enhancements for plenty & Ctez, Flat AMM curve implementation.
**Check out this [Notion](https://plenty-defi.notion.site/Problem-
Statements-0598a4ceb17145359cf42376ccf330a6) for the detailed explanation of
these use cases.** The Hackathon is divided into two phases - the **ideation
phase** and **implementation phase**. During the ideation phase, participants
can create a proposal for an idea according to the theme. We plan to reward
three best ideas submitted during the ideation phase. Idea owners can then
collaborate with interested developers/designers , re-organize their teams and
implement the same during the implementation phase. **REWARDS:** Through the
Hackathon we want to embed an innovation-driven culture by solving real-world
challenges. Showcase your skills at our hackathon and win amazing prizes.
**$30k+ in prizes that will be distributed in the following pools:** ### ⭐️
Defined Use Cases: $24000 (In Plenty) ### ⭐️ Open DeFi Track: $5,500 (In
Plenty) ### ⭐️ Community Choice Reward: $1,000 (In Plenty) \- The top 5
shortlisted projects have the opportunity to receive a follow-on grant of up
to $10,000 each. \- Best 3 ideas submitted during the ideation phase will
receive an additional $250 prize each. \- NFT Certificate / NFT (Plenty logo)
to all the Registration for the Plenty Global Hackathon will close on 3rd
December 2021. **About Plenty defi:** [Plenty](https://plentydefi.com/) is
expanding DeFi use cases on Tezos towards a full-scale decentralized financial
ecosystem. Empowering traders, liquidity providers & developers to participate
in an open financial marketplace. The Plenty Automated Market Maker (AMM) is
designed for exchanging both FA1.2 and FA2 tokens on the Tezos blockchain. The
smart contracts allow users to trade trustlessly, peer-to-peer, with liquidity
that is supplied by other users. The architecture is based on Uniswap V2.

",4,Devfolio,,
Script Winter Of Code,0920c72e112949ac8cd5f91854974d8c,2021-12-01,2022-02-28,,Open,https://swoc.scriptindia.org,"Script Winter of Code is an open-source program envisioned by the Script
Foundation. It aims to bring students into the world of open source
development and see the power of unified problem-solving in real time. The
projects that we will host have been carefully hand-picked to invigorate
creative thinking and encourage collaboration among all participants. The
students will be guided by experienced mentors throughout their journey. They
will learn the skills essential in the world of programming, all the while
developing a deep appreciation for the world of open-source.

",1,Devfolio,,
Flutter Puzzle Hack ,13952,"Jan 06, 2022","Feb 28, 2022",,open,https://flutterhack.devpost.com/,"Build the most beautiful puzzle ever, with Flutter!
 
Ready to brush off the holiday cobwebs and try your hand at a fun coding project that will test your knowledge of Flutter? We’re excited to announce the Flutter Puzzle Hack, our latest challenge to see what you can do with Flutter and a chance to win one of over $50,000 worth of prizes. We’re asking you to develop the most creative yet solvable slide puzzle you can imagine, targeting Flutter on the web. Whether you create a new design, rebuild the puzzle from scratch, or integrate packages in new, interesting ways, we want to see just how far you can push your imagination.
 
To get you started, we’ve written sample code that provides a straightforward implementation  of the puzzle logic. We’ve also curated loads of other documentation and resources to help you build a compelling submission, so whether you’re an experienced Flutter developer, or are just joining the Flutter community after reading Flutter Apprentice, there is something here for you!
 
Be sure to share your solutions on Twitter and tag us using the hashtag, #flutterpuzzlehack for a chance to be featured on @FlutterDev!",N/A,Devpost,,
NEAR MetaBUILD Hackathon,13979,"Dec 22, 2021","Feb 10, 2022",,open,https://metabuild.devpost.com/,"Write, test and deploy scalable decentralized applications in minutes on the most developer-friendly blockchain.
NEAR is here to help reimagine your world and empower users to have full control and responsibility over their data. Use languages you already know to build DeFi, Web3, Gaming, Digital Art/Collectibles, infrastructure app and tools, or migrate an existing EVM app to NEAR. 
Join the NEAR MetaBUILD 2 Hackathon and start coding.
 
WHAT TO BUILD
Build an app using NEAR in one of the below tracks.


The Welcome track – for those who have an app and want to integrate blockchain into it, and for the non-blockchain developers who want to get familiar with the technology. 

The Natives track – for the developers who are already familiar with NEAR, Aurora or Octopus blockchain, or build ecosystem and tooling apps (using blockchain data, not the technology).

Bonus: Include the requirements of any of the Sponsor Challenges to be eligible for the applicable prizes. 
WHAT TO SUBMIT

Provide a URL to your Open Source code repository. All project repositories must be public and have an open source license.  
Select the Track your project is submitting into.
Include a video (about 3 minutes) that demonstrates your submission. Videos must be uploaded to YouTube, Vimeo, or Facebook Video and made public.
Optional: Select the Sponsor Challenge you are submitting your project into if applicable.",N/A,Devpost,,
AWS Disaster Response Hackathon,14056,"Dec 01, 2021","Feb 07, 2022",,open,https://awsdisasterresponse.devpost.com/,"Both the frequency and severity of natural disasters are increasing. This year alone, we have seen significant wildfires across the Western United States and in countries like Greece and Turkey; major floods across Europe; a 7.2 earthquake in Haiti, and Hurricane Ida’s impact to the coast of Louisiana. In response, governments, businesses, nonprofits, and international organizations are placing more emphasis on disaster preparedness and response than ever before. Many of these same entities are accelerating their efforts to make their data publicly available for others to use. Repositories such as the Registry of Open Data on AWS and Humanitarian Data Exchange contain treasure troves of data that is ripe for use by developers, data scientists, and machine learning practitioners.
At AWS, we believe that technology has the power to solve the world’s most pressing issues. As we build and improve new services such as Amazon SageMaker Studio Lab, we take pride in supporting the new and innovative ways our customers are using these technologies to deliver social impact. Through this hackathon, we hope to stimulate ways to apply machine learning to solve pressing challenges in natural disaster preparedness and response.
The scope of this hackathon is broad, but we have provided some parameters to guide participants’ work:


The solution must solve a challenge that is aligned with at least one of the phases of the disaster life cycle (mitigation, preparedness, response, recovery).


The solution must focus on a challenge that is present in one or more types of natural disaster (e.g. hurricanes/cyclones; wildfires; floods; earthquakes; drought; etc.).


The solution must use machine learning to solve the challenge. This includes the submission of a machine learning model that helps people predict, identify, categorize, prioritize etc. 


Example challenges include:


How might we accurately and efficiently determine the extent of damage to individual homes in a given disaster-impacted area?

How might we detect stress signals from radio communications?

How might we predict where first-responder assets are most likely to be needed in a disaster (a) before it happens, or (b) immediately after it happens?


How might we predict the spread of wildfires?

Check out the inspiration page for more ideas.

The project should also focus on accessibility and an ease of use for disaster response organizations with limited technology and machine learning knowledge.",N/A,Devpost,,
AWS Deep Learning Challenge,13182,"Jan 05, 2022","Feb 14, 2022",,open,https://amazon-ec2-dl1.devpost.com/,"New Amazon EC2 DL1 instances powered by Gaudi accelerators from Habana Labs, an Intel company, are designed specifically for training deep learning models. We invite you to test your skills and train a deep learning model of your choice using DL1 instances and Habana’s SynapseAI SDK. DL1 instances are powered by 8 Gaudi accelerators and we encourage you to utilize multiple Gaudi accelerators to efficiently scale your deep learning model training. 
 
What to Build
Train a deep learning model on new Amazon EC2 DL1 instances. You can also migrate existing models to DL1 instances. 
What to Submit

Provide a URL to your code repository for judging and testing. Provide access by making it public or share access as instructed in the submission form.
Explain and identify the datasets used in training your model.
Include a video (about 3 minutes) that demonstrates your submission. Videos must be uploaded to YouTube, Vimeo, or Facebook Video and made public.
Provide email associated with the AWS Account ID.",N/A,Devpost,,
DevRev Hackathon - Coding with AI,13866,"Nov 01, 2021","Mar 31, 2022",,open,https://devrevhack0.devpost.com/,"To get the code from the demo and access to OpenAI's Codex head over to our Discord server (channel #hackathon0-coding-with-ai) and read the 'Pinned messages'. (using Codex is not mandatory)

The full list of rules can be found here.",N/A,Devpost,,
Digital HQ Slackathon,13913,"Nov 16, 2021","Feb 01, 2022",,open,https://slack.devpost.com/,"Build time-saving solutions for your organization, from streamlining repetitive tasks to unlocking deeper workplace customization. You have the power to give your team and/or organization the tools that make work life simpler, more pleasant, and more productive.
Accelerate the deal cycle for sales, automate approvals for finance, resolve incidents faster for IT – the possibilities are endless! Whatever you decide, this is an opportunity to connect with your teammates to identify and build solutions for high impact problems --- all on Slack.
Slack Hackathon
 
What to Build
Build a new Slack app or workflow for your team or organization that boosts productivity, communication, and connection. 
Categories: Your project should provide a solution for at least one of the following teams.

Across your Digital HQ
Sales
Service & Frontline
Engineering & Product
IT & Operations
Marketing & Design
HR, Finance, Legal, & Corporate functions

See examples and more details on these teams.
What to Submit

3-minute video to explain and demonstrate your project
Project abstract and detailed development approach
Research summary, including how you identified the problem and solution
Solution category tag(s)
Access to your code repository, if possible, by sharing with testing@devpost.com 
Live demo upon request

Bonus: Participants who provide valuable feedback about the next generation of the Slack Platform (currently in beta) are eligible for extra cash prizes. Get access and details here.",N/A,Devpost,,
HubSpot Themes Challenge 2021,13419,"Dec 01, 2021","Jan 31, 2022",,open,https://hubspot.devpost.com/,"Welcome to HubSpot’s virtual themes contest for 2021!
We’re challenging web developers and agencies to create fully-functional CMS Hub website themes for HubSpot's Asset Marketplace.
This is your chance to compete for a Tesla Model Y, over $100,000 in cash prizes, and promotional opportunities. Plus, you’ll be building assets you can sell to HubSpot customers around the world to generate additional income for your business. 

Throughout the contest, we'll be hosting virtual workshops and office hours to answer technical questions and help you hone your marketplace strategy. We hope you’ll use this event as an opportunity to sharpen your skills, network with other participants, and learn how to grow your business through HubSpot's ecosystem. Register to join the challenge!
Jump to: Prizes & Categories | Entry Requirements | Judges | Judging Criteria
 
FAQs
What is CMS Hub?
CMS Hub is a developer-friendly content management system powered by HubSpot's CRM platform. With CMS Hub, you can develop sites locally with the tools you prefer, then deploy to your HubSpot account where marketers can create and edit content using drag-and-drop interfaces. Learn more here.
What are themes?
Think “website-in-a-box” for CMS Hub users. More specifically, a theme is a portable collection of website files that can be used by non-technical content creators to build and customize sites via HubSpot’s visual editing tools. Themes include web page templates, modules, and all the assets needed to create a basic website with a cohesive design. You can use the CMS Boilerplate Theme to start from an example or create one from zero. Learn more here.
What is HubSpot’s Asset Marketplace?
The Asset Marketplace is a virtual storefront where third-party designers and developers can list digital assets for HubSpot’s 121,000+ customers to purchase. Participants will submit their themes to the marketplace as part of this contest. They have complete control over their listing and the price they set.
Who can participate in this contest? 
You can participate in this contest if you are a resident of a country where contest participation is not restricted (meaning that you don’t reside in any of the U.S. embargoed countries or territories) or if your country of residence does not have any filing or registration requirements for global contests. Please note that residents of Quebec and Brazil are not eligible to participate. Here’s a non-exhaustive list of jurisdictions that are eligible for this contest: United States, UK, Ireland, New Zealand, Australia (except for New South Wales), Canada (except for Quebec), Singapore, France, Germany, Romania, Poland, Belgium, Netherlands, Denmark, and India. 
For any questions regarding eligibility or the hackathon in general, please post on the Discussion Forum. For more information on eligibility, please review the Official Rules.
Do I need to submit a theme to the Marketplace as free to participate in the contest? 
No, you can submit a paid or free theme to the Marketplace for the contest. Per the Testing section (B. vii) in the Rules, the Sponsor will have free access to the theme specifically for judging purposes. 
Are you looking for external judges for the competition? 
No, we are not soliciting external judges for the competition.",N/A,Devpost,,
Convergence - Serum & Wormhole Hackathon,14385,"Jan 07, 2022","Jan 31, 2022",,open,https://serum-wormhole-hackathon.devpost.com/,"Convergence, the Crosschain DeFi focused global hackathon aims to attract web2 and web3 developers to build on the Solana blockchain and leverage Serum’s liquidity infrastructure and Wormhole’s cross-chain bridge. The submitted projects will be judged by members of the DeFi and CeFi community including, but not limited to, Sam Bankman-Fried from FTX, Raj Gokal from Solana Labs, Kyle Samani from Multicoin Capital, Matthew Graham from Sino Global, Dan Matuszewski from CMS, Paul Veradittakit from Pantera Capital and Chris McCann from Race Capital.

Build or create decentralized apps on the Solana blockchain with Serum’s liquidity infrastructure and Wormhole’s cross-chain bridge.See Resources for project ideas and more


Youtube Workshop ScheduleSubscribe at https://www.youtube.com/projectserum



Panels / Workshops
Protocol
Speaker
Date
Time


Hackathon kick off & project ideas
Serum & Wormhole
Jhl, Michelle & Rahul
Jan 5
10-11 AM EST


Wormhole 101: Building the Internet of Blockchains
Wormhole
Evan Gray
Jan 5
2-3 PM EST


Crypto & Defi Trends in 2022
FTX
Sam Bankman-Fried
Jan 6
10-11 AM EST


How to Anchor
Serum
Armani Ferrante
Jan 6
2-3 PM EST


From Hackathon to Mainnet
Friktion LabsKatana01 Protocol
Dima, Ayush & Uddhav
Jan 7
10-11 AM EST



Basic integrations with Psy American protocol

PsyOptions
Tommy Johnson
Jan 7
1-2 PM EST



Serum x Wormhole panel

Serum & Wormhole
Jhl , Keone Hon
Jan 10
10-11 AM EST



Crosschain Panel 

Saber, Terra, Wormhole, Sushi
Ian Macalinao,Evan Gray &Rachel Chu
Jan 10
1-2 PM EST



Pyth: Under the hood

Pyth
Jayant Krishnamurthy
Jan 11
1-2 PM EST


Future of DeFi
Frog Nation, Multicoin,Delphi Digital, Race Capital
Daniele Sesta, Kyle Samani, Yan Liberman, Chris McCann
Jan 12
10-10:45 AM EST



How to Integrate Pools and Farms to UI on Atrix

Atrix
Kaiba
Jan 12
2-3 PM EST


Tradfi in Defi Panel
Jump, TwoSigma, Radkl
Andy Kangpan, Michael Cahill, Aaron Lammer
Jan 14
10-11 AM EST


Building on Serum Core
Solana
Jarry Xiao
Jan 17
1-2PM EST


Building on Terra Luna Ecosystem
Terra
Jason Stallings
Jan 18
10AM-11AM EST


Solana Defi Panel
Zeta, Symmetry, Solrise, PsyOptions
Tristan, Bridges, Vidor, Tommy
Jan 19
10 AM EST


Crypto 2022 Outlook with Jump
Jump Crypto
Peter Johnson, Saurabh Sharma
Jan 19
11:30AM-12:15PM EST


Solana 2022 Outlook
Solana
Bartosz Lipinski
Jan 19
2PM-3PM EST",N/A,Devpost,,
Stratis Build Hackathon,13495,"Nov 29, 2021","Jan 30, 2022",,open,https://stratis.devpost.com/,"At Stratis, our mission is to simplify the adoption of blockchain technology within existing computing environments. We have built a platform written entirely in C# and based on the Microsoft .NET Core framework to deliver on this mission.
The Build Stratis Platform Hackathon is Stratis' third virtual hackathon. The entry criteria is limitless, the only requirement is that your submission utlilizes Stratis Blockchain Technology.
What to build
There are no strict categories for submissions, anything can be submitted providing it utilizes Stratis Blockchain Technologies.
An example of some submission types can be found below:
Gaming
A gaming submissions should include an end-to-end game, incorporating Blockchain Technology in some respect. This can be through the employment of an earn to play model, the issuance of non-fungible tokens or utilizing Smart Contracts to offer a genuinely trustless experience for the gamer.
Stratis provides Software Development Kits for both the Unity Gaming Engine and the Unreal Gaming Engine to assist with the game integration process.
DeFi
A DeFi submission can focus on implementing a lending protocol, trade management solutions and anything related to financial services on the blockchain.
NFT
An NFT submission should focus on tooling around the management, creation and utilization of NFTs. As an example, an NFT Platform, NFT Creation Tooling and anything related to the management of NFTs. An NFT Collection can also be submitted but must stand out and be highly unique to pass judging criteria.
Tooling
A tooling submission must focus on bringing additional tooling to the Stratis Platform, such as an SDK that caters for an alternative programming language, or as another example, a wallet implementation.
The judges will be asking: does the tool provide a useful function, is it easy and engaging to use, is it doing something innovative, how well does the product function? Submissions can cover any kind of software application, such as the web, cloud, personal computer, mobile device or console, but they must utilise Stratis Smart Contracts in C#.

What to Submit
A demo video, completed submission form that includes a URL to the functional application (if applicable), AND includes a URL to the public code repository with a valid README containing the setups steps.
 
Sponsor Bonuses
 
CMS Sponsor Bonus
Founded in 1999, CMS is an integrated, multi-jurisdictional organization of law firms that offers full-service legal and tax advice. With more than 70 offices in over 40 countries across the world and more than 4,800 lawyers, CMS has longstanding expertise both in advising in its local jurisdictions and across borders. From major multinationals and mid-caps to enterprising start-ups, CMS provides the technical rigour, strategic excellence and long-term partnership to keep each client ahead in its chosen markets.
An additional prize will be rewarded to those whose submission is applicable to the following areas:

A lending solution or protocol highlighting the efficiencies that can be achieved through the utilization of Blockchain technology.
A smart-contract based solution that focuses on ESG (Environmental, Social and Governance) criteria/scoring.

Triad Group Sponsor Bonus
For 30 years, Triad has been honing its expertise in technology-based business change.Whether it's advice and guidance, project and product delivery, or additional capacity and expertise, clients know that Triad can find the right people to deliver their technology requirements. Drawing on experience in the toughest of environments to identify the right solutions, Triad have a track record of success that spans the public, private and third sectors. Triad has the skills, commitment and people to achieve digital transformation.
An additional prize will be rewarded to those whose submission is applicable to the following areas:

An end-to-end Identity solution that incorporates verifiable credentials, adhering to W3C specifications. A proof-of-concept should focus on Date of Birth, Dress/Suit Size and Food Allergies properties of identity and demonstrate how such data can be requested and verified.",N/A,Devpost,,
DEVERA BLOCKATHON - EXPANSION ICON 2.0,14139,"Nov 30, 2021","Jan 31, 2022",,open,https://deverablockathon.devpost.com/,"ICON is the largest and most well-known public blockchain project from South Korea. With the recent sweeping upgrade to the current ICON 2.0, ICON aims to drive the next wave of global cryptocurrency adoption and blockchain use cases. Sign up to join the ICON network that includes the Seoul Government, Samsung, LINE and the world’s largest corporations.
Devera Blockathon – Expansion ICON 2.0 is among the celebration events for the launch of ICON 2.0. This Hackathon is hosted by Devera Academy, an IT academy and career training center run by Lecle Vietnam for ICON at Vietnam National University. The event is aimed at not only finding disruptive ideas to expand the ICON 2.0 eco-system, but also to welcome young minds to the ICON developer community.
The competition opens for 2 entry segments for Experienced Developers and Students with a wide range of blockchain trending categories that include Social Media, Metaverse, DeFi, NFT and Utility, let’s wrap up the year 2021 with a prize pool of over $34,000 and chance to go-live your projects.
 
IMPORTANT THINGS TO NOTE
1. Join the ICON Developer Group on Telegram to find teammates and ICON developers, and feel free to ask technical questions regarding ICON development in there.
2. You can also find teammates on the Devpost Participants page which contains a list of all the participants looking for a team. In order to have the option to send a “request team-up” to participants, make sure your setting is set to “I’m looking for teammates.”
3. Two entry segments (Experienced Developers and Students) will come with different submission requirements and prizes. Please ensure you read the hackathon rules.
4. All prizes are awarded in ICX, the ICON's cryptocurrency, with equivalent value.",N/A,Devpost,,
